;demonimador;numerador;FrequÃªncia;Qtd_1_Denom;Qtd_0_Demon;D0N0;D0N1;D1N0;D1N1
1619;D31;Retornar_trabalho;0.1875;16;103;86;17;13;3
1620;D31;Masc;0.588235294117647;17;119;41;78;7;10
1621;D31;Fem;0.411764705882353;17;119;78;41;10;7
1622;D31;Casado_Amasiado;0.294117647058824;17;119;69;50;12;5
1623;D31;Solteiro;0.588235294117647;17;119;70;49;7;10
1624;D31;Separado_Divorciado;0;17;119;112;7;17;0
1625;D31;X4;0.0588235294117647;17;119;117;2;16;1
1626;D31;X5;0;17;119;117;2;17;0
1627;D31;X6;0.0588235294117647;17;119;110;9;16;1
1628;D31;Livrar_costas;0.764705882352941;17;83;10;73;4;13
1629;D31;Livrar_perna;0.235294117647059;17;83;73;10;13;4
1630;D31;Livrar_perda_sens;0;17;83;83;0;17;0
1631;D31;D1;0;17;119;118;1;17;0
1632;D31;D15;0.235294117647059;17;119;116;3;13;4
1633;D31;D16;0.0588235294117647;17;119;100;19;16;1
1634;D31;D17;0.0588235294117647;17;119;115;4;16;1
1635;D31;D18;0.0588235294117647;17;119;104;15;16;1
1636;D31;D19;0;17;119;112;7;17;0
1637;D31;D2;0.0588235294117647;17;119;112;7;16;1
1638;D31;D20;0;17;119;111;8;17;0
1639;D31;D21;0;17;119;112;7;17;0
1640;D31;D22;0;17;119;117;2;17;0
1641;D31;D23;0;17;119;117;2;17;0
1642;D31;D24;0.176470588235294;17;119;96;23;14;3
1643;D31;D25;0;17;119;115;4;17;0
1644;D31;D26;0.0588235294117647;17;119;118;1;16;1
1645;D31;D27;0.0588235294117647;17;119;115;4;16;1
1646;D31;D28;0.176470588235294;17;119;116;3;14;3
1647;D31;D29;0.470588235294118;17;119;85;34;9;8
1648;D31;D3;0;17;119;117;2;17;0
1649;D31;D30;0.647058823529412;17;119;68;51;6;11
1650;D31;D31;1;17;119;119;0;0;17
1651;D31;D32;0.176470588235294;17;119;85;34;14;3
1652;D31;D33;0.470588235294118;17;119;115;4;9;8
1653;D31;D34;0.0588235294117647;17;119;117;2;16;1
1654;D31;D35;0;17;119;117;2;17;0
1655;D31;D36;0.176470588235294;17;119;114;5;14;3
1656;D31;D37;0.0588235294117647;17;119;98;21;16;1
1657;D31;D38;0.117647058823529;17;119;118;1;15;2
1658;D31;D39;0;17;119;104;15;17;0
1659;D31;D4;0;17;119;115;4;17;0
1660;D31;D40;0.176470588235294;17;119;117;2;14;3
1661;D31;D41;0.0588235294117647;17;119;113;6;16;1
1662;D31;D42;0;17;119;116;3;17;0
1663;D31;D43;0;17;119;116;3;17;0
1664;D31;D44;0.235294117647059;17;119;85;34;13;4
1665;D31;D45;0.411764705882353;17;119;114;5;10;7
1666;D31;D46;0.235294117647059;17;119;85;34;13;4
1667;D31;D47;0.470588235294118;17;119;115;4;9;8
1668;D31;D48;0.0588235294117647;17;119;94;25;16;1
1669;D31;D49;0.411764705882353;17;119;113;6;10;7
1670;D31;D5;0.0588235294117647;17;119;117;2;16;1
1671;D31;D50;0.0588235294117647;17;119;118;1;16;1
1672;D31;D51;0;17;119;118;1;17;0
1673;D31;D52;0;17;119;117;2;17;0
1674;D31;D53;0;17;119;117;2;17;0
1675;D31;D9;0;17;119;118;1;17;0
1676;D32;Fuma;0.305555555555556;36;92;57;35;25;11
1677;D32;Cirurgia_coluna;0.46875;32;86;46;40;17;15
1678;D32;Aposentado;0.27027027027027;37;95;74;21;27;10
1679;D32;Desempregado;0.0810810810810811;37;93;71;22;34;3
1680;D32;Licenca_Medica;0.162162162162162;37;95;83;12;31;6
1681;D32;Aposentado_Invalidez;0.111111111111111;36;95;91;4;32;4
1682;D32;Analgésicos;0.891891891891892;37;93;38;55;4;33
1683;D32;OutraDoenca;0.416666666666667;36;94;59;35;21;15
1684;D32;Dor_costas;0.916666666666667;36;92;34;58;3;33
1685;D32;Dor_pernas;0.833333333333333;36;91;66;25;6;30
1686;D32;Retornar_trabalho;0.212121212121212;33;86;73;13;26;7
1687;D32;Masc;0.756756756756757;37;99;39;60;9;28
1688;D32;Fem;0.243243243243243;37;99;60;39;28;9
1689;D32;Casado_Amasiado;0.486486486486487;37;99;62;37;19;18
1690;D32;Solteiro;0.351351351351351;37;99;53;46;24;13
1691;D32;Separado_Divorciado;0.0540540540540541;37;99;94;5;35;2
1692;D32;X4;0;37;99;96;3;37;0
1693;D32;X5;0;37;99;97;2;37;0
1694;D32;X6;0.108108108108108;37;99;93;6;33;4
1695;D32;Livrar_costas;0.805555555555556;36;64;7;57;7;29
1696;D32;Livrar_perna;0.194444444444444;36;64;57;7;29;7
1697;D32;Livrar_perda_sens;0;36;64;64;0;36;0
1698;D32;D1;0;37;99;98;1;37;0
1699;D32;D15;0.027027027027027;37;99;93;6;36;1
1700;D32;D16;0.459459459459459;37;99;96;3;20;17
1701;D32;D17;0.027027027027027;37;99;95;4;36;1
1702;D32;D18;0.027027027027027;37;99;84;15;36;1
1703;D32;D19;0.027027027027027;37;99;93;6;36;1
1704;D32;D2;0;37;99;91;8;37;0
1705;D32;D20;0;37;99;91;8;37;0
1706;D32;D21;0.027027027027027;37;99;93;6;36;1
1707;D32;D22;0;37;99;97;2;37;0
1708;D32;D23;0;37;99;97;2;37;0
1709;D32;D24;0.108108108108108;37;99;77;22;33;4
1710;D32;D25;0;37;99;95;4;37;0
1711;D32;D26;0;37;99;97;2;37;0
1712;D32;D27;0.0540540540540541;37;99;96;3;35;2
1713;D32;D28;0;37;99;93;6;37;0
1714;D32;D29;0.891891891891892;37;99;90;9;4;33
1715;D32;D3;0;37;99;97;2;37;0
1716;D32;D30;0.918918918918919;37;99;71;28;3;34
1717;D32;D31;0.0810810810810811;37;99;85;14;34;3
1718;D32;D32;1;37;99;99;0;0;37
1719;D32;D33;0.0810810810810811;37;99;90;9;34;3
1720;D32;D34;0;37;99;96;3;37;0
1721;D32;D35;0;37;99;97;2;37;0
1722;D32;D36;0.027027027027027;37;99;92;7;36;1
1723;D32;D37;0.432432432432432;37;99;93;6;21;16
1724;D32;D38;0;37;99;96;3;37;0
1725;D32;D39;0.351351351351351;37;99;97;2;24;13
1726;D32;D4;0;37;99;95;4;37;0
1727;D32;D40;0;37;99;94;5;37;0
1728;D32;D41;0.108108108108108;37;99;96;3;33;4
1729;D32;D42;0.027027027027027;37;99;97;2;36;1
1730;D32;D43;0;37;99;96;3;37;0
1731;D32;D44;0.864864864864865;37;99;93;6;5;32
1732;D32;D45;0.0810810810810811;37;99;90;9;34;3
1733;D32;D46;0.810810810810811;37;99;91;8;7;30
1734;D32;D47;0.0540540540540541;37;99;89;10;35;2
1735;D32;D48;0.567567567567568;37;99;94;5;16;21
1736;D32;D49;0.108108108108108;37;99;90;9;33;4
1737;D32;D5;0;37;99;96;3;37;0
1738;D32;D50;0;37;99;97;2;37;0
1739;D32;D51;0;37;99;98;1;37;0
1740;D32;D52;0.027027027027027;37;99;98;1;36;1
1741;D32;D53;0;37;99;97;2;37;0
1742;D32;D9;0;37;99;98;1;37;0
1743;D33;Fuma;0.363636363636364;11;117;75;42;7;4
1744;D33;Cirurgia_coluna;0.444444444444444;9;109;58;51;5;4
1745;D33;Aposentado;0.0909090909090909;11;121;91;30;10;1
1746;D33;Desempregado;0.0909090909090909;11;119;95;24;10;1
1747;D33;Licenca_Medica;0;11;121;103;18;11;0
1748;D33;Aposentado_Invalidez;0;10;121;113;8;10;0
1749;D33;Analgésicos;0.666666666666667;12;118;38;80;4;8
1750;D33;OutraDoenca;0.333333333333333;12;118;72;46;8;4
1751;D33;Dor_costas;0.75;12;116;34;82;3;9
1752;D33;Dor_pernas;0.75;12;115;69;46;3;9
1753;D33;Retornar_trabalho;0.1;10;109;90;19;9;1
1754;D33;Masc;0.583333333333333;12;124;43;81;5;7
1755;D33;Fem;0.416666666666667;12;124;81;43;7;5
1756;D33;Casado_Amasiado;0.333333333333333;12;124;73;51;8;4
1757;D33;Solteiro;0.583333333333333;12;124;72;52;5;7
1758;D33;Separado_Divorciado;0;12;124;117;7;12;0
1759;D33;X4;0.0833333333333333;12;124;122;2;11;1
1760;D33;X5;0;12;124;122;2;12;0
1761;D33;X6;0;12;124;114;10;12;0
1762;D33;Livrar_costas;0.666666666666667;12;88;10;78;4;8
1763;D33;Livrar_perna;0.333333333333333;12;88;78;10;8;4
1764;D33;Livrar_perda_sens;0;12;88;88;0;12;0
1765;D33;D1;0;12;124;123;1;12;0
1766;D33;D15;0.166666666666667;12;124;119;5;10;2
1767;D33;D16;0.0833333333333333;12;124;105;19;11;1
1768;D33;D17;0;12;124;119;5;12;0
1769;D33;D18;0;12;124;108;16;12;0
1770;D33;D19;0;12;124;117;7;12;0
1771;D33;D2;0;12;124;116;8;12;0
1772;D33;D20;0;12;124;116;8;12;0
1773;D33;D21;0.166666666666667;12;124;119;5;10;2
1774;D33;D22;0;12;124;122;2;12;0
1775;D33;D23;0;12;124;122;2;12;0
1776;D33;D24;0.0833333333333333;12;124;99;25;11;1
1777;D33;D25;0;12;124;120;4;12;0
1778;D33;D26;0;12;124;122;2;12;0
1779;D33;D27;0;12;124;119;5;12;0
1780;D33;D28;0;12;124;118;6;12;0
1781;D33;D29;0.166666666666667;12;124;84;40;10;2
1782;D33;D3;0;12;124;122;2;12;0
1783;D33;D30;0.75;12;124;71;53;3;9
1784;D33;D31;0.666666666666667;12;124;115;9;4;8
1785;D33;D32;0.25;12;124;90;34;9;3
1786;D33;D33;1;12;124;124;0;0;12
1787;D33;D34;0;12;124;121;3;12;0
1788;D33;D35;0;12;124;122;2;12;0
1789;D33;D36;0.166666666666667;12;124;118;6;10;2
1790;D33;D37;0;12;124;102;22;12;0
1791;D33;D38;0.166666666666667;12;124;123;1;10;2
1792;D33;D39;0;12;124;109;15;12;0
1793;D33;D4;0;12;124;120;4;12;0
1794;D33;D40;0.166666666666667;12;124;121;3;10;2
1795;D33;D41;0;12;124;117;7;12;0
1796;D33;D42;0;12;124;121;3;12;0
1797;D33;D43;0;12;124;121;3;12;0
1798;D33;D44;0.25;12;124;89;35;9;3
1799;D33;D45;0.666666666666667;12;124;120;4;4;8
1800;D33;D46;0.25;12;124;89;35;9;3
1801;D33;D47;0.583333333333333;12;124;119;5;5;7
1802;D33;D48;0.0833333333333333;12;124;99;25;11;1
1803;D33;D49;0.75;12;124;120;4;3;9
1804;D33;D5;0;12;124;121;3;12;0
1805;D33;D50;0;12;124;122;2;12;0
1806;D33;D51;0;12;124;123;1;12;0
1807;D33;D52;0;12;124;122;2;12;0
1808;D33;D53;0;12;124;122;2;12;0
1809;D33;D9;0;12;124;123;1;12;0
1810;D34;Fuma;1;3;125;82;43;0;3
1811;D34;Cirurgia_coluna;1;2;116;63;53;0;2
1812;D34;Aposentado;0.333333333333333;3;129;99;30;2;1
1813;D34;Desempregado;0.666666666666667;3;127;104;23;1;2
1814;D34;Licenca_Medica;0.666666666666667;3;129;113;16;1;2
1815;D34;Aposentado_Invalidez;0;3;128;120;8;3;0
1816;D34;Analgésicos;0.666666666666667;3;127;41;86;1;2
1817;D34;OutraDoenca;0.333333333333333;3;127;78;49;2;1
1818;D34;Dor_costas;0.666666666666667;3;125;36;89;1;2
1819;D34;Dor_pernas;0.333333333333333;3;124;70;54;2;1
1820;D34;Retornar_trabalho;0;3;116;96;20;3;0
1821;D34;Masc;0.333333333333333;3;133;46;87;2;1
1822;D34;Fem;0.666666666666667;3;133;87;46;1;2
1823;D34;Casado_Amasiado;0.333333333333333;3;133;79;54;2;1
1824;D34;Solteiro;0.666666666666667;3;133;76;57;1;2
1825;D34;Separado_Divorciado;0;3;133;126;7;3;0
1826;D34;X4;0;3;133;130;3;3;0
1827;D34;X5;0;3;133;131;2;3;0
1828;D34;X6;0;3;133;123;10;3;0
1829;D34;Livrar_costas;1;2;98;14;84;0;2
1830;D34;Livrar_perna;0;2;98;84;14;2;0
1831;D34;Livrar_perda_sens;0;2;98;98;0;2;0
1832;D34;D1;0;3;133;132;1;3;0
1833;D34;D15;0.333333333333333;3;133;127;6;2;1
1834;D34;D16;0.333333333333333;3;133;114;19;2;1
1835;D34;D17;0;3;133;128;5;3;0
1836;D34;D18;0;3;133;117;16;3;0
1837;D34;D19;0;3;133;126;7;3;0
1838;D34;D2;0.666666666666667;3;133;127;6;1;2
1839;D34;D20;0;3;133;125;8;3;0
1840;D34;D21;0;3;133;126;7;3;0
1841;D34;D22;0;3;133;131;2;3;0
1842;D34;D23;0;3;133;131;2;3;0
1843;D34;D24;0.333333333333333;3;133;108;25;2;1
1844;D34;D25;0;3;133;129;4;3;0
1845;D34;D26;0;3;133;131;2;3;0
1846;D34;D27;0;3;133;128;5;3;0
1847;D34;D28;0;3;133;127;6;3;0
1848;D34;D29;0.333333333333333;3;133;92;41;2;1
1849;D34;D3;0;3;133;131;2;3;0
1850;D34;D30;0;3;133;71;62;3;0
1851;D34;D31;0.333333333333333;3;133;117;16;2;1
1852;D34;D32;0;3;133;96;37;3;0
1853;D34;D33;0;3;133;121;12;3;0
1854;D34;D34;1;3;133;133;0;0;3
1855;D34;D35;0.333333333333333;3;133;132;1;2;1
1856;D34;D36;0;3;133;125;8;3;0
1857;D34;D37;0.333333333333333;3;133;112;21;2;1
1858;D34;D38;0;3;133;130;3;3;0
1859;D34;D39;0;3;133;118;15;3;0
1860;D34;D4;0.333333333333333;3;133;130;3;2;1
1861;D34;D40;0;3;133;128;5;3;0
1862;D34;D41;0;3;133;126;7;3;0
1863;D34;D42;0;3;133;130;3;3;0
1864;D34;D43;0.333333333333333;3;133;131;2;2;1
1865;D34;D44;0;3;133;95;38;3;0
1866;D34;D45;0;3;133;121;12;3;0
1867;D34;D46;0;3;133;95;38;3;0
1868;D34;D47;0;3;133;121;12;3;0
1869;D34;D48;0;3;133;107;26;3;0
1870;D34;D49;0;3;133;120;13;3;0
1871;D34;D5;0.666666666666667;3;133;132;1;1;2
1872;D34;D50;0.666666666666667;3;133;133;0;1;2
1873;D34;D51;0.333333333333333;3;133;133;0;2;1
1874;D34;D52;0.333333333333333;3;133;132;1;2;1
1875;D34;D53;0.333333333333333;3;133;132;1;2;1
1876;D34;D9;0.333333333333333;3;133;133;0;2;1
1877;D35;Fuma;1;2;126;82;44;0;2
1878;D35;Cirurgia_coluna;1;2;116;63;53;0;2
1879;D35;Aposentado;0.5;2;130;100;30;1;1
1880;D35;Desempregado;1;2;128;105;23;0;2
1881;D35;Licenca_Medica;0.5;2;130;113;17;1;1
1882;D35;Aposentado_Invalidez;0;2;129;121;8;2;0
1883;D35;Analgésicos;1;2;128;42;86;0;2
1884;D35;OutraDoenca;0.5;2;128;79;49;1;1
1885;D35;Dor_costas;1;2;126;37;89;0;2
1886;D35;Dor_pernas;0.5;2;125;71;54;1;1
1887;D35;Retornar_trabalho;0;2;117;97;20;2;0
1888;D35;Masc;1;2;134;48;86;0;2
1889;D35;Fem;0;2;134;86;48;2;0
1890;D35;Casado_Amasiado;0;2;134;79;55;2;0
1891;D35;Solteiro;1;2;134;77;57;0;2
1892;D35;Separado_Divorciado;0;2;134;127;7;2;0
1893;D35;X4;0;2;134;131;3;2;0
1894;D35;X5;0;2;134;132;2;2;0
1895;D35;X6;0;2;134;124;10;2;0
1896;D35;Livrar_costas;1;1;99;14;85;0;1
1897;D35;Livrar_perna;0;1;99;85;14;1;0
1898;D35;Livrar_perda_sens;0;1;99;99;0;1;0
1899;D35;D1;0;2;134;133;1;2;0
1900;D35;D15;0.5;2;134;128;6;1;1
1901;D35;D16;0.5;2;134;115;19;1;1
1902;D35;D17;0;2;134;129;5;2;0
1903;D35;D18;0.5;2;134;119;15;1;1
1904;D35;D19;0;2;134;127;7;2;0
1905;D35;D2;0.5;2;134;127;7;1;1
1906;D35;D20;0;2;134;126;8;2;0
1907;D35;D21;0;2;134;127;7;2;0
1908;D35;D22;0;2;134;132;2;2;0
1909;D35;D23;0;2;134;132;2;2;0
1910;D35;D24;0;2;134;108;26;2;0
1911;D35;D25;0;2;134;130;4;2;0
1912;D35;D26;0;2;134;132;2;2;0
1913;D35;D27;0;2;134;129;5;2;0
1914;D35;D28;0;2;134;128;6;2;0
1915;D35;D29;0;2;134;92;42;2;0
1916;D35;D3;0;2;134;132;2;2;0
1917;D35;D30;0;2;134;72;62;2;0
1918;D35;D31;0;2;134;117;17;2;0
1919;D35;D32;0;2;134;97;37;2;0
1920;D35;D33;0;2;134;122;12;2;0
1921;D35;D34;0.5;2;134;132;2;1;1
1922;D35;D35;1;2;134;134;0;0;2
1923;D35;D36;0;2;134;126;8;2;0
1924;D35;D37;0.5;2;134;113;21;1;1
1925;D35;D38;0;2;134;131;3;2;0
1926;D35;D39;0;2;134;119;15;2;0
1927;D35;D4;1;2;134;132;2;0;2
1928;D35;D40;0;2;134;129;5;2;0
1929;D35;D41;0;2;134;127;7;2;0
1930;D35;D42;0;2;134;131;3;2;0
1931;D35;D43;0;2;134;131;3;2;0
1932;D35;D44;0;2;134;96;38;2;0
1933;D35;D45;0;2;134;122;12;2;0
1934;D35;D46;0;2;134;96;38;2;0
1935;D35;D47;0;2;134;122;12;2;0
1936;D35;D48;0;2;134;108;26;2;0
1937;D35;D49;0;2;134;121;13;2;0
1938;D35;D5;0.5;2;134;132;2;1;1
1939;D35;D50;0;2;134;132;2;2;0
1940;D35;D51;0.5;2;134;134;0;1;1
1941;D35;D52;0;2;134;132;2;2;0
1942;D35;D53;0;2;134;132;2;2;0
1943;D35;D9;0.5;2;134;134;0;1;1
1944;D36;Fuma;0.666666666666667;6;122;80;42;2;4
1945;D36;Cirurgia_coluna;1;6;112;63;49;0;6
1946;D36;Aposentado;0.285714285714286;7;125;96;29;5;2
1947;D36;Desempregado;0.285714285714286;7;123;100;23;5;2
1948;D36;Licenca_Medica;0.428571428571429;7;125;110;15;4;3
1949;D36;Aposentado_Invalidez;0;7;124;116;8;7;0
1950;D36;Analgésicos;0.375;8;122;37;85;5;3
1951;D36;OutraDoenca;0.375;8;122;75;47;5;3
1952;D36;Dor_costas;0.5;8;120;33;87;4;4
1953;D36;Dor_pernas;0.625;8;119;69;50;3;5
1954;D36;Retornar_trabalho;0;8;111;91;20;8;0
1955;D36;Masc;0.625;8;128;45;83;3;5
1956;D36;Fem;0.375;8;128;83;45;5;3
1957;D36;Casado_Amasiado;0.5;8;128;77;51;4;4
1958;D36;Solteiro;0.375;8;128;72;56;5;3
1959;D36;Separado_Divorciado;0;8;128;121;7;8;0
1960;D36;X4;0.125;8;128;126;2;7;1
1961;D36;X5;0;8;128;126;2;8;0
1962;D36;X6;0;8;128;118;10;8;0
1963;D36;Livrar_costas;0.571428571428571;7;93;11;82;3;4
1964;D36;Livrar_perna;0.428571428571429;7;93;82;11;4;3
1965;D36;Livrar_perda_sens;0;7;93;93;0;7;0
1966;D36;D1;0;8;128;127;1;8;0
1967;D36;D15;0.625;8;128;126;2;3;5
1968;D36;D16;0.125;8;128;109;19;7;1
1969;D36;D17;0.25;8;128;125;3;6;2
1970;D36;D18;0.25;8;128;114;14;6;2
1971;D36;D19;0;8;128;121;7;8;0
1972;D36;D2;0;8;128;120;8;8;0
1973;D36;D20;0;8;128;120;8;8;0
1974;D36;D21;0;8;128;121;7;8;0
1975;D36;D22;0;8;128;126;2;8;0
1976;D36;D23;0;8;128;126;2;8;0
1977;D36;D24;0;8;128;102;26;8;0
1978;D36;D25;0;8;128;124;4;8;0
1979;D36;D26;0;8;128;126;2;8;0
1980;D36;D27;0;8;128;123;5;8;0
1981;D36;D28;0;8;128;122;6;8;0
1982;D36;D29;0.5;8;128;90;38;4;4
1983;D36;D3;0;8;128;126;2;8;0
1984;D36;D30;0.25;8;128;68;60;6;2
1985;D36;D31;0.375;8;128;114;14;5;3
1986;D36;D32;0.125;8;128;92;36;7;1
1987;D36;D33;0.25;8;128;118;10;6;2
1988;D36;D34;0;8;128;125;3;8;0
1989;D36;D35;0;8;128;126;2;8;0
1990;D36;D36;1;8;128;128;0;0;8
1991;D36;D37;0.625;8;128;111;17;3;5
1992;D36;D38;0.375;8;128;128;0;5;3
1993;D36;D39;0.25;8;128;115;13;6;2
1994;D36;D4;0;8;128;124;4;8;0
1995;D36;D40;0.625;8;128;128;0;3;5
1996;D36;D41;0.5;8;128;125;3;4;4
1997;D36;D42;0;8;128;125;3;8;0
1998;D36;D43;0;8;128;125;3;8;0
1999;D36;D44;0.375;8;128;93;35;5;3
2000;D36;D45;0.25;8;128;118;10;6;2
2001;D36;D46;0.375;8;128;93;35;5;3
2002;D36;D47;0.375;8;128;119;9;5;3
2003;D36;D48;0.125;8;128;103;25;7;1
2004;D36;D49;0.25;8;128;117;11;6;2
2005;D36;D5;0;8;128;125;3;8;0
2006;D36;D50;0;8;128;126;2;8;0
2007;D36;D51;0;8;128;127;1;8;0
2008;D36;D52;0;8;128;126;2;8;0
2009;D36;D53;0;8;128;126;2;8;0
2010;D36;D9;0;8;128;127;1;8;0
2011;D37;Fuma;0.4;20;108;70;38;12;8
2012;D37;Cirurgia_coluna;0.526315789473684;19;99;54;45;9;10
2013;D37;Aposentado;0.409090909090909;22;110;88;22;13;9
2014;D37;Desempregado;0.136363636363636;22;108;86;22;19;3
2015;D37;Licenca_Medica;0.272727272727273;22;110;98;12;16;6
2016;D37;Aposentado_Invalidez;0.0909090909090909;22;109;103;6;20;2
2017;D37;Analgésicos;0.818181818181818;22;108;38;70;4;18
2018;D37;OutraDoenca;0.363636363636364;22;108;66;42;14;8
2019;D37;Dor_costas;0.863636363636364;22;106;34;72;3;19
2020;D37;Dor_pernas;0.863636363636364;22;105;69;36;3;19
2021;D37;Retornar_trabalho;0.35;20;99;86;13;13;7
2022;D37;Masc;0.772727272727273;22;114;43;71;5;17
2023;D37;Fem;0.227272727272727;22;114;71;43;17;5
2024;D37;Casado_Amasiado;0.5;22;114;70;44;11;11
2025;D37;Solteiro;0.318181818181818;22;114;62;52;15;7
2026;D37;Separado_Divorciado;0.0454545454545455;22;114;108;6;21;1
2027;D37;X4;0;22;114;111;3;22;0
2028;D37;X5;0;22;114;112;2;22;0
2029;D37;X6;0.136363636363636;22;114;107;7;19;3
2030;D37;Livrar_costas;0.85;20;80;11;69;3;17
2031;D37;Livrar_perna;0.15;20;80;69;11;17;3
2032;D37;Livrar_perda_sens;0;20;80;80;0;20;0
2033;D37;D1;0;22;114;113;1;22;0
2034;D37;D15;0.181818181818182;22;114;111;3;18;4
2035;D37;D16;0.818181818181818;22;114;112;2;4;18
2036;D37;D17;0.136363636363636;22;114;112;2;19;3
2037;D37;D18;0.136363636363636;22;114;101;13;19;3
2038;D37;D19;0.0454545454545455;22;114;108;6;21;1
2039;D37;D2;0.0454545454545455;22;114;107;7;21;1
2040;D37;D20;0;22;114;106;8;22;0
2041;D37;D21;0.0454545454545455;22;114;108;6;21;1
2042;D37;D22;0;22;114;112;2;22;0
2043;D37;D23;0;22;114;112;2;22;0
2044;D37;D24;0.0909090909090909;22;114;90;24;20;2
2045;D37;D25;0;22;114;110;4;22;0
2046;D37;D26;0;22;114;112;2;22;0
2047;D37;D27;0.0454545454545455;22;114;110;4;21;1
2048;D37;D28;0;22;114;108;6;22;0
2049;D37;D29;0.772727272727273;22;114;89;25;5;17
2050;D37;D3;0;22;114;112;2;22;0
2051;D37;D30;0.681818181818182;22;114;67;47;7;15
2052;D37;D31;0.0454545454545455;22;114;98;16;21;1
2053;D37;D32;0.727272727272727;22;114;93;21;6;16
2054;D37;D33;0;22;114;102;12;22;0
2055;D37;D34;0.0454545454545455;22;114;112;2;21;1
2056;D37;D35;0.0454545454545455;22;114;113;1;21;1
2057;D37;D36;0.227272727272727;22;114;111;3;17;5
2058;D37;D37;1;22;114;114;0;0;22
2059;D37;D38;0.0454545454545455;22;114;112;2;21;1
2060;D37;D39;0.681818181818182;22;114;114;0;7;15
2061;D37;D4;0.0454545454545455;22;114;111;3;21;1
2062;D37;D40;0.136363636363636;22;114;112;2;19;3
2063;D37;D41;0.318181818181818;22;114;114;0;15;7
2064;D37;D42;0;22;114;111;3;22;0
2065;D37;D43;0;22;114;111;3;22;0
2066;D37;D44;0.727272727272727;22;114;92;22;6;16
2067;D37;D45;0.0454545454545455;22;114;103;11;21;1
2068;D37;D46;0.772727272727273;22;114;93;21;5;17
2069;D37;D47;0.0454545454545455;22;114;103;11;21;1
2070;D37;D48;0.681818181818182;22;114;103;11;7;15
2071;D37;D49;0;22;114;101;13;22;0
2072;D37;D5;0.0454545454545455;22;114;112;2;21;1
2073;D37;D50;0;22;114;112;2;22;0
2074;D37;D51;0.0454545454545455;22;114;114;0;21;1
2075;D37;D52;0;22;114;112;2;22;0
2076;D37;D53;0;22;114;112;2;22;0
2077;D37;D9;0.0454545454545455;22;114;114;0;21;1
2078;D38;Fuma;1;3;125;82;43;0;3
2079;D38;Cirurgia_coluna;1;2;116;63;53;0;2
2080;D38;Aposentado;0;2;130;99;31;2;0
2081;D38;Desempregado;0;2;128;103;25;2;0
2082;D38;Licenca_Medica;0.5;2;130;113;17;1;1
2083;D38;Aposentado_Invalidez;0;2;129;121;8;2;0
2084;D38;Analgésicos;0.333333333333333;3;127;40;87;2;1
2085;D38;OutraDoenca;0.333333333333333;3;127;78;49;2;1
2086;D38;Dor_costas;0;3;125;34;91;3;0
2087;D38;Dor_pernas;1;3;124;72;52;0;3
2088;D38;Retornar_trabalho;0;3;116;96;20;3;0
2089;D38;Masc;0.333333333333333;3;133;46;87;2;1
2090;D38;Fem;0.666666666666667;3;133;87;46;1;2
2091;D38;Casado_Amasiado;0;3;133;78;55;3;0
2092;D38;Solteiro;0.666666666666667;3;133;76;57;1;2
2093;D38;Separado_Divorciado;0;3;133;126;7;3;0
2094;D38;X4;0.333333333333333;3;133;131;2;2;1
2095;D38;X5;0;3;133;131;2;3;0
2096;D38;X6;0;3;133;123;10;3;0
2097;D38;Livrar_costas;0;3;97;11;86;3;0
2098;D38;Livrar_perna;1;3;97;86;11;0;3
2099;D38;Livrar_perda_sens;0;3;97;97;0;3;0
2100;D38;D1;0;3;133;132;1;3;0
2101;D38;D15;0.666666666666667;3;133;128;5;1;2
2102;D38;D16;0;3;133;113;20;3;0
2103;D38;D17;0;3;133;128;5;3;0
2104;D38;D18;0;3;133;117;16;3;0
2105;D38;D19;0;3;133;126;7;3;0
2106;D38;D2;0;3;133;125;8;3;0
2107;D38;D20;0;3;133;125;8;3;0
2108;D38;D21;0;3;133;126;7;3;0
2109;D38;D22;0;3;133;131;2;3;0
2110;D38;D23;0;3;133;131;2;3;0
2111;D38;D24;0;3;133;107;26;3;0
2112;D38;D25;0;3;133;129;4;3;0
2113;D38;D26;0;3;133;131;2;3;0
2114;D38;D27;0;3;133;128;5;3;0
2115;D38;D28;0;3;133;127;6;3;0
2116;D38;D29;0;3;133;91;42;3;0
2117;D38;D3;0;3;133;131;2;3;0
2118;D38;D30;0;3;133;71;62;3;0
2119;D38;D31;0.666666666666667;3;133;118;15;1;2
2120;D38;D32;0;3;133;96;37;3;0
2121;D38;D33;0.666666666666667;3;133;123;10;1;2
2122;D38;D34;0;3;133;130;3;3;0
2123;D38;D35;0;3;133;131;2;3;0
2124;D38;D36;1;3;133;128;5;0;3
2125;D38;D37;0.333333333333333;3;133;112;21;2;1
2126;D38;D38;1;3;133;133;0;0;3
2127;D38;D39;0.333333333333333;3;133;119;14;2;1
2128;D38;D4;0;3;133;129;4;3;0
2129;D38;D40;1;3;133;131;2;0;3
2130;D38;D41;0.333333333333333;3;133;127;6;2;1
2131;D38;D42;0;3;133;130;3;3;0
2132;D38;D43;0;3;133;130;3;3;0
2133;D38;D44;0.333333333333333;3;133;96;37;2;1
2134;D38;D45;0.666666666666667;3;133;123;10;1;2
2135;D38;D46;0.333333333333333;3;133;96;37;2;1
2136;D38;D47;1;3;133;124;9;0;3
